food_item,calories,proteins,carbohydrates,fats,fibers,sugars,category,sodium,cholesterol,meal_type,water_intake,source_file
"EGG,WHITE,DRIED,FLAKES,STABILIZED,GLUCOSE RED",351,76.92,4.17,0.04,0.0,0.0,,1156.0,0.0,,,Food_4.csv
"EGG,WHITE,DRIED,PDR,STABILIZED,GLUCOSE RED",376,82.4,4.47,0.04,0.0,0.0,,1238.0,0.0,,,Food_4.csv
"EGG,YOLK,DRIED",669,33.63,0.66,59.13,0.0,0.23,,149.0,2307.0,,,Food_4.csv
"EGG,DUCK,WHOLE,FRESH,RAW",185,12.81,1.45,13.77,0.0,0.93,,146.0,884.0,,,Food_4.csv
"EGG,GOOSE,WHOLE,FRESH,RAW",185,13.87,1.35,13.27,0.0,0.94,,138.0,852.0,,,Food_4.csv
"EGG,QUAIL,WHOLE,FRESH,RAW",158,13.05,0.41,11.09,0.0,0.4,,141.0,844.0,,,Food_4.csv
"EGG,TURKEY,WHL,FRSH,RAW",171,13.68,1.15,11.88,0.0,,,151.0,933.0,,,Food_4.csv
"EGG SUBSTITUTE,POWDER",444,55.5,21.8,13.0,0.0,21.8,,800.0,572.0,,,Food_4.csv
"BUTTER,WITHOUT SALT",717,0.85,0.06,81.11,0.0,0.06,,11.0,215.0,,,Food_4.csv
"CHEESE,PARMESAN,SHREDDED",415,37.86,3.41,27.34,0.0,0.9,,1696.0,72.0,,,Food_4.csv
"MILK,NONFAT,FLUID,WO/ ADDED VIT A & VIT D (FAT FREE OR SKIM)",34,3.37,4.96,0.08,0.0,5.09,,42.0,2.0,,,Food_4.csv
"MILK,RED FAT,FLUID,2% MILKFAT,W/ NONFAT MILK SOL,WO/ VIT A",56,3.95,5.49,1.98,0.0,,,59.0,8.0,,,Food_4.csv
"MILK,CND,EVAP,W/ VIT A",134,6.81,10.04,7.56,0.0,,,106.0,29.0,,,Food_4.csv
"MILK,DRY,NONFAT,REG,W/ ADDED VIT A & VITAMIN D",362,36.16,51.98,0.77,0.0,51.98,,535.0,20.0,,,Food_4.csv
"MILK,DRY,NONFAT,INST,WO/ ADDED VIT A & VITAMIN D",358,35.1,52.19,0.72,0.0,52.19,,549.0,18.0,,,Food_4.csv
"CHEESE,GOAT,HARD TYPE",452,30.52,2.17,35.59,0.0,2.17,,423.0,105.0,,,Food_4.csv
"CHEESE,GOAT,SEMISOFT TYPE",364,21.58,0.12,29.84,0.0,0.12,,415.0,79.0,,,Food_4.csv
"CHEESE,GOAT,SOFT TYPE",264,18.52,0.0,21.08,0.0,0.0,,459.0,46.0,,,Food_4.csv
"EGG,YOLK,RAW,FRZ,SALTED,PAST",275,14.07,1.77,22.93,0.0,0.07,,3487.0,912.0,,,Food_4.csv
"CHEESE SUB,MOZZARELLA",248,11.47,23.67,12.22,0.0,23.67,,685.0,0.0,,,Food_4.csv
"CHEESE SAU,PREP FROM RECIPE",197,10.33,5.48,14.92,0.1,0.19,,493.0,38.0,,,Food_4.csv
"CHEESE,MEXICAN,QUESO ANEJO",373,21.44,4.63,29.98,0.0,4.63,,1131.0,105.0,,,Food_4.csv
"CHEESE,MEXICAN,QUESO ASADERO",356,22.6,2.87,28.26,0.0,2.87,,705.0,105.0,,,Food_4.csv
"CHEESE,MEXICAN,QUESO CHIHUAHUA",374,21.56,5.56,29.68,0.0,5.56,,617.0,105.0,,,Food_4.csv
"CHEESE,LOFAT,CHEDDAR OR COLBY",173,24.35,1.91,7.0,0.0,0.52,,873.0,21.0,,,Food_4.csv
"CHEESE,LOW-SODIUM,CHEDDAR OR COLBY",398,24.35,1.91,32.62,0.0,0.49,,21.0,100.0,,,Food_4.csv
"EGG,WHL,RAW,FRZ,PAST",147,12.33,1.01,9.95,0.0,0.25,,128.0,372.0,,,Food_4.csv
"EGG,WHITE,RAW,FRZ,PAST",48,10.2,1.04,0.0,0.0,0.25,,169.0,0.0,,,Food_4.csv
"EGG,WHITE,DRIED",382,81.1,7.8,0.0,0.0,5.4,,1280.0,0.0,,,Food_4.csv
"MILK,RED FAT,FLUID,2% MILKFAT,WO/ ADDED VIT A & VIT D",50,3.3,4.8,1.98,0.0,5.06,,47.0,8.0,,,Food_4.csv
"MILK,FLUID,1% FAT,WO/ ADDED VIT A & VIT D",42,3.37,4.99,0.97,0.0,5.2,,44.0,5.0,,,Food_4.csv
"SOUR CREAM,REDUCED FAT",181,7.0,7.0,14.1,0.0,0.3,,70.0,35.0,,,Food_4.csv
"SOUR CREAM,LIGHT",136,3.5,7.1,10.6,0.0,0.22,,83.0,35.0,,,Food_4.csv
"SOUR CREAM,FAT FREE",74,3.1,15.6,0.0,0.0,0.39,,141.0,9.0,,,Food_4.csv
"USDA COMMODITY,CHS,CHEDDAR,RED FAT",282,27.2,2.0,18.3,0.0,0.58,,725.0,56.0,,,Food_4.csv
"YOGURT,VAN OR LEM FLAV,NONFAT MILK,SWTND W/LOW-CALORIE SWTNR",43,3.86,7.5,0.18,0.0,7.5,,59.0,2.0,,,Food_4.csv
"PARMESAN CHS TOPPING,FAT FREE",370,40.0,40.0,5.0,0.0,1.5,,1150.0,20.0,,,Food_4.csv
"CHEESE,CREAM,FAT FREE",105,15.69,7.66,1.0,0.0,5.48,,702.0,12.0,,,Food_4.csv
"YOGURT,CHOC,NONFAT MILK",112,3.53,23.53,0.0,1.2,14.97,,135.0,1.0,,,Food_4.csv
KRAFT CHEEZ WHIZ PAST PROCESS CHS SAU,276,12.0,9.2,21.0,0.3,6.7,,1638.0,75.0,,,Food_4.csv
KRAFT CHEEZ WHIZ LT PAST PROCESS CHS PRODUCT,215,16.3,16.2,9.5,0.2,8.2,,1705.0,35.0,,,Food_4.csv
KRAFT FREE SINGLES AMERICAN NONFAT PAST PROCESS CHS PRODUCT,148,22.7,11.7,1.0,0.2,6.7,,1298.0,16.0,,,Food_4.csv
KRAFT VELVEETA PAST PROCESS CHS SPRD,303,16.3,9.8,22.0,0.0,8.1,,1499.0,80.0,,,Food_4.csv
KRAFT VELVEETA LT RED FAT PAST PROCESS CHS PRODUCT,222,19.6,11.8,10.6,0.0,8.5,,1586.0,42.0,,,Food_4.csv
KRAFT BREAKSTONE'S RED FAT SOUR CRM,152,4.5,6.5,12.0,0.1,6.4,,59.0,50.0,,,Food_4.csv
KRAFT BREAKSTONE'S FREE FAT FREE SOUR CRM,91,4.7,15.1,1.3,0.0,7.2,,72.0,9.0,,,Food_4.csv
"CREAM,HALF & HALF,FAT FREE",59,2.6,9.0,1.4,0.0,5.0,,100.0,5.0,,,Food_4.csv
REDDI WIP FAT FREE WHIPPED TOPPING,149,3.0,25.0,5.0,0.4,16.0,,72.0,16.0,,,Food_4.csv
"MILK,CHOC,FLUID,COMM,RED FAT,W/ ADDED CA",78,2.99,12.13,1.9,0.7,9.55,,66.0,8.0,,,Food_4.csv
"YOGURT,FRUIT,LOFAT,W/LO CAL SWEETENER",105,4.86,18.6,1.41,0.0,2.9,,58.0,6.0,,,Food_4.csv
"CHEESE,PARMESAN,DRY GRATED,RED FAT",265,20.0,1.37,20.0,0.0,0.0,,1529.0,88.0,,,Food_4.csv
"CREAM SUB,FLAV,LIQ",251,0.69,35.07,13.5,1.1,33.04,,67.0,0.0,,,Food_4.csv
"CREAM SUB,FLAV,PDR",482,0.68,75.42,21.47,1.2,58.01,,123.0,0.0,,,Food_4.csv
"CHEESE,PROVOLONE,RED FAT",274,24.7,3.5,17.6,0.0,0.55,,615.0,55.0,,,Food_4.csv
"CHEESE,MEXICAN,BLEND,RED FAT",282,24.69,3.41,19.4,0.0,0.56,,776.0,62.0,,,Food_4.csv
"EGG MIX,USDA CMDTY",555,35.6,23.97,34.5,,2.46,,576.0,975.0,,,Food_4.csv
"MILK,WHL,3.25% MILKFAT,WO/ ADDED VIT A & VITAMIN D",61,3.15,4.78,3.27,0.0,5.05,,43.0,10.0,,,Food_4.csv
"MILK,DRY,WHL,WO/ ADDED VITAMIN D",496,26.32,38.42,26.71,0.0,38.42,,371.0,97.0,,,Food_4.csv
"MILK,CND,EVAP,WO/ ADDED VIT A & VITAMIN D",135,6.81,10.04,7.56,0.0,10.04,,106.0,29.0,,,Food_4.csv
"CHEESE PRODUCT,PAST PROCESS,AMERICAN,RED FAT,FORT W/ VIT D",240,17.6,10.6,14.1,0.0,8.02,,1201.0,53.0,,,Food_4.csv
"YOGURT,FRUIT,LOFAT,9 GRAMS PROT PER 8 OZ,FORT W/ VITAMIN D",99,3.98,18.64,1.15,0.0,18.64,,53.0,5.0,,,Food_4.csv
"YOGURT,FRUIT,LOFAT,10 GRAMS PROT PER 8 OZ,FORT W/ VITAMIN D",102,4.37,19.05,1.08,0.0,19.05,,58.0,4.0,,,Food_4.csv
"YOGURT,FRUIT VAR,NONFAT,FORT W/ VITAMIN D",95,4.4,19.0,0.2,0.0,19.0,,58.0,2.0,,,Food_4.csv
"YOGURT,FRUIT,LOWFAT,W/ LO CAL SWTNR,FORT W/ VITAMIN D",105,4.86,18.6,1.41,0.0,2.9,,58.0,6.0,,,Food_4.csv
"YOGURT,VANILLA,LOFAT,11 GRAMS PROT PER 8 OZ,FORT W/ VIT D",85,4.93,13.8,1.25,0.0,13.8,,66.0,5.0,,,Food_4.csv
"YOGURT,VAN/LEM FLAV,NONFAT MILK,W/ LO-CAL SWTNR,FORT W/VIT D",43,3.86,7.5,0.18,0.0,7.5,,59.0,2.0,,,Food_4.csv
"YOGURT,CHOC,NONFAT MILK,FORT W/ VITAMIN D",112,3.53,23.53,0.0,1.2,14.97,,135.0,1.0,,,Food_4.csv
"PROTEIN SUPP,MILK BSD,MUSCLE MILK,PDR",411,45.71,18.5,17.14,7.1,5.71,,329.0,21.0,,,Food_4.csv
"PROTEIN SUPP,MILK BSD,MUSCLE MILK LT,PDR",396,50.0,22.0,12.0,2.0,4.0,,250.0,10.0,,,Food_4.csv
DULCE DE LECHE,315,6.84,55.35,7.35,0.0,49.74,,129.0,29.0,,,Food_4.csv
"EGG SUB,LIQ OR FRZ,FAT FREE",48,10.0,2.0,0.0,0.0,2.0,,199.0,0.0,,,Food_4.csv
"CHEESE,DRY WHITE,QUESO SECO",325,24.51,2.04,24.35,,0.55,,1808.0,78.0,,,Food_4.csv
"CHEESE,FRSH,QUESO FRESCO",299,18.09,2.98,23.82,0.0,2.32,,751.0,69.0,,,Food_4.csv
"CHEESE,WHITE,QUESO BLANCO",310,20.38,2.53,24.31,,1.76,,704.0,70.0,,,Food_4.csv
"MILK,BTTRMLK,FLUID,WHL",62,3.21,4.88,3.31,0.0,4.88,,105.0,11.0,,,Food_4.csv
"YOGURT,VANILLA FLAVOR,LOWFAT MILK,SWTND W/ LO CAL SWTNR",86,4.93,13.8,1.25,0.0,5.43,,66.0,5.0,,,Food_4.csv
"YOGURT,FRZ,FLAVORS NOT CHOC,NONFAT MILK,W/ LOW-CALORIE SWTNR",104,4.4,19.7,0.8,2.0,12.61,,81.0,4.0,,,Food_4.csv
"ICE CRM,SOFT SERVE,CHOC",222,4.1,22.2,13.0,0.7,21.16,,61.0,91.0,,,Food_4.csv
"ICE CRM,BAR OR STK,CHOC COVERED",331,4.1,24.5,24.1,0.8,18.3,,68.0,28.0,,,Food_4.csv
ICE CRM SNDWCH,237,4.29,37.14,8.57,0.0,18.57,,129.0,21.0,,,Food_4.csv
ICE CRM COOKIE SNDWCH,240,3.7,39.6,7.4,1.2,21.3,,162.0,6.0,,,Food_4.csv
"ICE CRM CONE,CHOC COVERED,W/ NUTS,FLAVORS OTHER THAN CHOC",354,5.21,34.38,21.88,1.0,25.0,,94.0,21.0,,,Food_4.csv
"ICE CRM SNDWCH,MADE W/ LT ICE CRM,VANILLA",186,4.29,39.64,3.04,0.0,17.86,,146.0,7.0,,,Food_4.csv
"ICE CRM SNDWCH,VANILLA,LT,NO SUGAR ADDED",200,5.71,42.86,2.86,7.1,6.58,,164.0,21.0,,,Food_4.csv
"FAT FREE ICE CRM,NO SUGAR ADDED,FLAVORS OTHER THAN CHOC",129,4.41,27.94,0.0,7.4,8.82,,110.0,0.0,,,Food_4.csv
"MILK DSSRT BAR,FRZ,MADE FROM LOWFAT MILK",147,4.41,33.09,1.47,6.6,22.06,,92.0,7.0,,,Food_4.csv
"NUTRITIONAL SUPP FOR PEOPLE W/ DIABETES,LIQ",88,4.4,11.88,3.08,2.2,2.64,,92.0,2.0,,,Food_4.csv
"CHEESE,MEXICAN BLEND",358,23.54,1.75,28.51,0.0,1.23,,338.0,95.0,,,Food_4.csv
"CHEESE PRODUCT,PAST PROCESS,AMERICAN,VITAMIN D FORT",307,16.09,8.85,23.06,0.0,6.24,,1279.0,78.0,,,Food_4.csv
"CHEESE,PAST PROCESS,AMERICAN,WO/ ADDED VITAMIN D",371,18.13,3.7,31.79,0.0,2.26,,1671.0,100.0,,,Food_4.csv
"CHEESE FD,PAST PROCESS,AMERICAN,WO/ ADDED VITAMIN D",330,16.86,8.56,25.63,0.0,5.59,,1441.0,98.0,,,Food_4.csv
"EGG,WHL,RAW,FRZ,SALTED,PAST",138,10.97,0.83,10.07,0.0,0.07,,3663.0,387.0,,,Food_4.csv
"YOGURT,GREEK,PLN,NONFAT",59,10.19,3.6,0.39,0.0,3.24,,36.0,5.0,,,Food_4.csv
"EGG,WHITE,DRIED,STABILIZED,GLUCOSE RED",357,84.08,4.51,0.32,0.0,0.0,,1299.0,0.0,,,Food_4.csv
"CHEESE SPRD,AMERICAN OR CHEDDAR CHS BASE,RED FAT",176,13.41,10.71,8.88,0.0,7.06,,1102.0,38.0,,,Food_4.csv
"CHEESE,CHEDDAR,RED FAT",309,27.35,4.06,20.41,0.0,0.26,,628.0,76.0,,,Food_4.csv
"ICE CRM,LT,SOFT SERVE,CHOC",141,3.36,23.15,3.69,0.0,19.46,,64.0,15.0,,,Food_4.csv
"ICE CRM BAR,STK OR NUGGET,W/ CRUNCH COATING",358,2.11,37.12,25.26,1.1,21.05,,84.0,16.0,,,Food_4.csv
"CHEESE,CHEDDAR,NONFAT OR FAT FREE",157,32.14,7.14,0.0,0.0,0.0,,1000.0,18.0,,,Food_4.csv
"CHEESE,SWISS,NONFAT OR FAT FREE",127,28.4,3.4,0.0,0.0,1.33,,1000.0,18.0,,,Food_4.csv
"CHEESE,MEXICAN,QUESO COTIJA",366,20.0,3.97,30.0,0.0,0.0,,1400.0,100.0,,,Food_4.csv
"CHEESE,CHEDDAR,SHARP,SLICED",410,24.25,2.13,33.82,0.0,0.27,,644.0,99.0,,,Food_4.csv
"CHEESE,MOZZARELLA,LO MOIST,PART-SKIM,SHREDDED",304,23.63,8.06,19.72,0.0,2.24,,682.0,65.0,,,Food_4.csv
"YOGURT,GREEK,NONFAT,VANILLA,CHOBANI",71,9.07,8.09,0.22,0.3,7.61,,36.0,,,,Food_4.csv
"YOGURT,GREEK,STRAWBERRY,DANNON OIKOS",106,8.25,11.67,2.92,1.0,11.0,,34.0,13.0,,,Food_4.csv
"YOGURT,GREEK,NONFAT,VANILLA,DANNON OIKOS",85,8.12,12.72,0.14,0.5,11.4,,32.0,,,,Food_4.csv
"YOGURT,GREEK,NONFAT,STRAWBERRY,DANNON OIKOS",84,8.03,12.53,0.22,0.4,11.63,,33.0,,,,Food_4.csv
"YOGURT,GREEK,NONFAT,STRAWBERRY,CHOBANI",80,8.03,11.62,0.12,0.7,10.86,,33.0,,,,Food_4.csv
"YOGURT,GREEK,STRAWBERRY,LOWFAT",103,8.17,11.89,2.57,1.0,11.23,,33.0,12.0,,,Food_4.csv
"YOGURT,GREEK,STRAWBERRY,NONFAT",82,8.05,12.07,0.15,0.6,11.27,,33.0,4.0,,,Food_4.csv
"YOGURT,GREEK,VANILLA,NONFAT",78,8.64,10.37,0.18,0.5,9.54,,34.0,3.0,,,Food_4.csv
"YOGURT,GREEK,PLN,LOWFAT",73,9.95,3.94,1.92,0.0,3.56,,34.0,10.0,,,Food_4.csv
"KEFIR,LOWFAT,PLN,LIFEWAY",41,3.79,4.48,0.93,0.0,4.61,,40.0,5.0,,,Food_4.csv
"KEFIR,LOWFAT,STRAWBERRY,LIFEWAY",62,3.39,10.2,0.9,0.0,9.21,,37.0,5.0,,,Food_4.csv
"MILK,CND,EVAP,WO/ VIT A",107,6.67,15.74,2.0,0.0,6.67,,100.0,0.0,,,Food_4.csv
"MILK,CHOC,FAT FREE,W/ ADDED VIT A & VITAMIN D",67,3.39,13.46,0.0,0.0,9.32,,110.0,2.0,,,Food_4.csv
"YOGURT,GREEK,PLN,WHL MILK",97,9.0,3.98,5.0,0.0,4.0,,35.0,13.0,,,Food_4.csv
"YOGURT,GREEK,FRUIT,WHL MILK",106,7.33,12.29,3.0,0.0,12.0,,37.0,10.0,,,Food_4.csv
"YOGURT,VANILLA,NON-FAT",78,2.94,17.04,0.0,0.0,5.88,,47.0,3.0,,,Food_4.csv
"YOGURT,GREEK,VANILLA,LOWFAT",95,8.64,9.54,2.5,0.0,9.54,,40.0,5.0,,,Food_4.csv
"YOGURT,FRZ,FLAVORS OTHER THAN CHOC,LOWFAT",139,8.0,21.0,2.5,0.0,21.0,,45.0,45.0,,,Food_4.csv
"ICE CRM BAR,COVERED W/ CHOC & NUTS",303,5.62,11.89,25.84,1.1,10.8,,56.0,56.0,,,Food_4.csv
ICE CRM SUNDAE CONE,254,3.0,28.89,14.0,1.0,21.26,,115.0,15.0,,,Food_4.csv
"LIGHT ICE CRM,CREAMSICLE",165,1.54,32.75,3.08,0.0,18.46,,46.0,8.0,,,Food_4.csv
"CREAM,HALF & HALF,LOWFAT",72,3.33,3.33,5.0,0.0,3.33,,50.0,17.0,,,Food_4.csv
"MILK,CHOC,LOWFAT,RED SUGAR",54,3.43,7.68,1.04,0.0,7.29,,66.0,5.0,,,Food_4.csv
"ICE CRM,LOWFAT,NO SUGAR ADDED,CONE,ADDED PNUTS & CHOC SAU",265,5.33,40.01,9.33,9.3,10.67,,113.0,7.0,,,Food_4.csv
"ALLSPICE,GROUND",263,6.09,72.12,8.69,21.6,,,77.0,0.0,,,Food_4.csv
ANISE SEED,337,17.6,50.02,15.9,14.6,,,16.0,0.0,,,Food_4.csv
"SPICES,BASIL,DRIED",233,22.98,47.75,4.07,37.7,1.71,,76.0,0.0,,,Food_4.csv
"SPICES,BAY LEAF",313,7.61,74.97,8.36,26.3,,,23.0,0.0,,,Food_4.csv
CARAWAY SEED,333,19.77,49.9,14.59,38.0,0.64,,17.0,0.0,,,Food_4.csv
"SPICES,CARDAMOM",311,10.76,68.47,6.7,28.0,,,18.0,0.0,,,Food_4.csv
CELERY SEED,392,18.07,41.35,25.27,11.8,0.67,,160.0,0.0,,,Food_4.csv
"CHERVIL,DRIED",237,23.2,49.1,3.9,11.3,,,83.0,0.0,,,Food_4.csv
CHILI POWDER,282,13.46,49.7,14.28,34.8,7.19,,2867.0,0.0,,,Food_4.csv
"CINNAMON,GROUND",247,3.99,80.59,1.24,53.1,2.17,,10.0,0.0,,,Food_4.csv
"CLOVES,GROUND",274,5.97,65.53,13.0,33.9,2.38,,277.0,0.0,,,Food_4.csv
"CORIANDER LEAF,DRIED",279,21.93,52.1,4.78,10.4,7.27,,211.0,0.0,,,Food_4.csv
CORIANDER SEED,298,12.37,54.99,17.77,41.9,,,35.0,0.0,,,Food_4.csv
CUMIN SEED,375,17.81,44.24,22.27,10.5,2.25,,168.0,0.0,,,Food_4.csv
CURRY POWDER,325,14.29,55.83,14.01,53.2,2.76,,52.0,0.0,,,Food_4.csv
DILL SEED,305,15.98,55.17,14.54,21.1,,,20.0,0.0,,,Food_4.csv
"DILL WEED,DRIED",253,19.96,55.82,4.36,13.6,,,208.0,0.0,,,Food_4.csv
FENNEL SEED,345,15.8,52.29,14.87,39.8,,,88.0,0.0,,,Food_4.csv
FENUGREEK SEED,323,23.0,58.35,6.41,24.6,,,67.0,0.0,,,Food_4.csv
GARLIC POWDER,331,16.55,72.73,0.73,9.0,2.43,,60.0,0.0,,,Food_4.csv
"GINGER,GROUND",335,8.98,71.62,4.24,14.1,3.39,,27.0,0.0,,,Food_4.csv
"MACE,GROUND",475,6.71,50.5,32.38,20.2,,,80.0,0.0,,,Food_4.csv
"MARJORAM,DRIED",271,12.66,60.56,7.04,40.3,4.09,,77.0,0.0,,,Food_4.csv
"SPICES,MUSTARD SD,GROUND",508,26.08,28.09,36.24,12.2,6.79,,13.0,0.0,,,Food_4.csv
"NUTMEG,GROUND",525,5.84,49.29,36.31,20.8,2.99,,16.0,0.0,,,Food_4.csv
ONION POWDER,341,10.41,79.12,1.04,15.2,6.63,,73.0,0.0,,,Food_4.csv
"SPICES,OREGANO,DRIED",265,9.0,68.92,4.28,42.5,4.09,,25.0,0.0,,,Food_4.csv
PAPRIKA,282,14.14,53.99,12.89,34.9,10.34,,68.0,0.0,,,Food_4.csv
"PARSLEY,DRIED",292,26.63,50.64,5.48,26.7,7.27,,452.0,0.0,,,Food_4.csv
"PEPPER,BLACK",251,10.39,63.95,3.26,25.3,0.64,,20.0,0.0,,,Food_4.csv
"PEPPER,RED OR CAYENNE",318,12.01,56.63,17.27,27.2,10.34,,30.0,0.0,,,Food_4.csv
"PEPPER,WHITE",296,10.4,68.61,2.12,26.2,,,5.0,0.0,,,Food_4.csv
POPPY SEED,525,17.99,28.13,41.56,19.5,2.99,,26.0,0.0,,,Food_4.csv
POULTRY SEASONING,307,9.59,65.59,7.53,11.3,1.8,,27.0,0.0,,,Food_4.csv
PUMPKIN PIE SPICE,342,5.76,69.28,12.6,14.8,7.76,,52.0,0.0,,,Food_4.csv
"ROSEMARY,DRIED",331,4.88,64.06,15.22,42.6,,,50.0,0.0,,,Food_4.csv
SAFFRON,310,11.43,65.37,5.85,3.9,,,148.0,0.0,,,Food_4.csv
"SAGE,GROUND",315,10.63,60.73,12.75,40.3,1.71,,11.0,0.0,,,Food_4.csv
"SAVORY,GROUND",272,6.73,68.73,5.91,45.7,,,24.0,0.0,,,Food_4.csv
"SPICES,TARRAGON,DRIED",295,22.77,50.22,7.24,7.4,,,62.0,0.0,,,Food_4.csv
"SPICES,THYME,DRIED",276,9.11,63.94,7.43,37.0,1.71,,55.0,0.0,,,Food_4.csv
"TURMERIC,GROUND",312,9.68,67.14,3.25,22.7,3.21,,27.0,0.0,,,Food_4.csv
"BASIL,FRESH",23,3.15,2.65,0.64,1.6,0.3,,4.0,0.0,,,Food_4.csv
"DILL WEED,FRSH",43,3.46,7.02,1.12,2.1,,,61.0,0.0,,,Food_4.csv
"MUSTARD,PREPARED,YELLOW",60,3.74,5.83,3.34,4.0,0.92,,1104.0,0.0,,,Food_4.csv
"SALT,TABLE",0,0.0,0.0,0.0,0.0,0.0,,38758.0,0.0,,,Food_4.csv
"VINEGAR,CIDER",21,0.0,0.93,0.0,0.0,0.4,,5.0,0.0,,,Food_4.csv
"THYME,FRSH",101,5.56,24.45,1.68,14.0,,,9.0,0.0,,,Food_4.csv
VANILLA EXTRACT,288,0.06,12.65,0.06,0.0,12.65,,9.0,0.0,,,Food_4.csv
"VANILLA EXTRACT,IMITN,ALCOHOL",237,0.05,2.41,0.0,0.0,,,4.0,0.0,,,Food_4.csv
"VANILLA EXTRACT,IMITN,NO ALCOHOL",56,0.03,14.4,0.0,0.0,14.4,,3.0,0.0,,,Food_4.csv
"VINEGAR,DISTILLED",18,0.0,0.04,0.0,0.0,0.04,,2.0,0.0,,,Food_4.csv
"CAPERS,CANNED",23,2.36,4.89,0.86,3.2,0.41,,2348.0,0.0,,,Food_4.csv
"HORSERADISH,PREPARED",48,1.18,11.29,0.69,3.3,7.99,,420.0,0.0,,,Food_4.csv
"ROSEMARY,FRESH",131,3.31,20.7,5.86,14.1,,,26.0,0.0,,,Food_4.csv
"PEPPERMINT,FRESH",70,3.75,14.89,0.94,8.0,,,31.0,0.0,,,Food_4.csv
"SPEARMINT,FRESH",44,3.29,8.41,0.73,6.8,,,30.0,0.0,,,Food_4.csv
"SPEARMINT,DRIED",285,19.93,52.04,6.03,29.8,,,344.0,0.0,,,Food_4.csv
"VINEGAR,RED WINE",19,0.04,0.27,0.0,0.0,0.0,,8.0,,,,Food_4.csv
"VINEGAR,BALSAMIC",88,0.49,17.03,0.0,,14.95,,23.0,,,,Food_4.csv
"PACE,DRY TACO SEAS MIX",188,0.0,56.29,0.0,18.8,18.76,,8068.0,0.0,,,Food_4.csv
"SEASONING MIX,DRY,SAZON,CORIANDER & ANNATTO",0,0.0,0.0,0.0,0.0,0.0,,17000.0,0.0,,,Food_4.csv
"SEASONING MIX,DRY,TACO,ORIGINAL",322,4.5,58.0,0.0,13.3,10.83,,7203.0,0.0,,,Food_4.csv
"SEASONING MIX,DRY,CHILI,ORIGINAL",335,10.82,56.56,7.3,10.8,8.67,,4616.0,0.0,,,Food_4.csv
CLIF Z BAR,409,5.55,74.72,9.72,8.3,30.56,,375.0,0.0,,,Food_4.csv
"BABYFOOD,JUC TREATS,FRUIT MEDLEY,TODD",347,0.0,86.68,0.02,0.0,57.4,,89.0,0.0,,,Food_4.csv
"BABYFOOD,MEAT,BF,STR",81,12.03,2.43,2.52,0.0,0.0,,41.0,51.0,,,Food_4.csv
"BABYFOOD,MEAT,BF,JR",81,12.03,2.43,2.52,0.0,0.0,,41.0,51.0,,,Food_4.csv
"BABYFOOD,MEAT,VEAL,STR",81,13.12,1.51,2.45,0.0,0.0,,39.0,33.0,,,Food_4.csv
"BABYFOOD,MEAT,PORK,STR",124,14.0,0.0,7.1,0.0,0.0,,42.0,48.0,,,Food_4.csv
"BABYFOOD,MEAT,HAM,STR",97,11.3,3.7,3.8,0.0,0.0,,44.0,24.0,,,Food_4.csv
"BABYFOOD,MEAT,HAM,JUNIOR",97,11.3,3.7,3.8,0.0,0.0,,44.0,29.0,,,Food_4.csv
"BABYFOOD,MEAT,LAMB,STR",87,14.07,0.85,3.41,0.0,0.0,,43.0,36.0,,,Food_4.csv
"BABYFOOD,MEAT,LAMB,JUNIOR",112,15.2,0.0,5.2,0.0,0.0,,42.0,38.0,,,Food_4.csv
"BABYFOOD,MEAT,CHICK,STR",130,13.7,0.1,7.9,0.0,0.0,,49.0,61.0,,,Food_4.csv
"BABYFOOD,MEAT,CHICK,JR",146,14.0,0.0,9.6,0.0,0.0,,49.0,59.0,,,Food_4.csv
"BABYFOOD,MEAT,CHICK STKS,JR",188,14.6,1.5,14.4,0.2,1.4,,267.0,78.0,,,Food_4.csv
"BABYFOOD,MEAT,TURKEY,STR",111,11.5,1.4,6.2,0.0,0.0,,49.0,58.0,,,Food_4.csv
"BABYFOOD,MEAT,TURKEY,JR",111,11.5,1.4,6.2,0.0,0.0,,49.0,58.0,,,Food_4.csv
"Babyfood, meat, turkey sticks, junior",188,13.7,1.4,14.2,0.2,1.4,,295.0,65.0,,,Food_4.csv
"BABYFOOD,SNACK,GERBER GRADUATE FRUIT STRIPS,REAL FRUIT BARS",330,0.82,76.61,2.24,2.0,68.65,,14.0,0.0,,,Food_4.csv
"BABYFOOD,MEAT,MEAT STKS,JR",184,13.4,1.1,14.6,0.2,0.8,,267.0,70.0,,,Food_4.csv
"BABYFOOD,GERBER,2ND FOODS,APPL,CARROT & SQUASH,ORGANIC",64,1.1,14.82,0.0,1.2,9.09,,20.0,2.0,,,Food_4.csv
"BABYFOOD,FINGER SNACKS,GERBER,GRADUATES,PUFFS,APPL & CINN",389,6.19,85.79,2.3,3.8,17.84,,13.0,0.0,,,Food_4.csv
"BABYFOOD,H2O,BTLD,GERBER,WO/ ADDED FLUORIDE.",0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,Food_4.csv
"BABYFOOD,GERBER,3RD FOODS,APPL,MANGO & KIWI",53,0.47,12.88,0.0,2.0,10.18,,2.0,0.0,,,Food_4.csv
