food_item,calories,proteins,carbohydrates,fats,fibers,sugars,category,sodium,cholesterol,meal_type,water_intake,source_file
"BREAD,PUMPERNICKEL,TSTD",275.0,9.5,52.2,3.4,7.1,0.58,,655.0,0.0,,,Food_4.csv
"BREAD,RAISIN,ENRICHED",274.0,7.9,52.3,4.4,4.3,5.68,,347.0,0.0,,,Food_4.csv
"BREAD,RAISIN,ENR,TSTD",297.0,8.6,56.9,4.8,4.7,6.18,,377.0,0.0,,,Food_4.csv
"BREAD,RED-CAL,OAT BRAN",201.0,8.0,41.3,3.2,12.0,3.52,,459.0,0.0,,,Food_4.csv
"BREAD,RED-CAL,OAT BRAN,TSTD",239.0,9.5,49.2,3.8,14.3,4.2,,547.0,0.0,,,Food_4.csv
"BREAD,RED-CAL,OATMEAL",210.0,7.6,43.3,3.5,,,,388.0,0.0,,,Food_4.csv
"BREAD,REDUCED-CALORIE,RYE",203.0,9.1,40.5,2.9,12.0,2.29,,513.0,0.0,,,Food_4.csv
"BREAD,RED-CAL,WHEAT",217.0,13.32,42.47,2.92,11.1,3.71,,332.0,0.0,,,Food_4.csv
"BREAD,RED-CAL,WHITE",207.0,8.7,44.3,2.5,9.7,4.76,,479.0,0.0,,,Food_4.csv
"BREAD,RICE BRAN",243.0,8.9,43.5,4.6,4.9,4.67,,269.0,0.0,,,Food_4.csv
"BREAD,RYE",259.0,8.5,48.3,3.3,5.8,3.85,,603.0,0.0,,,Food_4.csv
"BREAD,RYE,TOASTED",284.0,9.4,53.1,3.6,6.4,4.23,,664.0,0.0,,,Food_4.csv
"BREAD,WHEAT",274.0,10.67,47.54,4.53,4.0,5.73,,473.0,0.0,,,Food_4.csv
"BREAD, WHEAT, TSTD",313.0,12.96,55.77,4.27,4.7,6.42,,601.0,0.0,,,Food_4.csv
"BREAD,WHEAT BRAN",248.0,8.8,47.8,3.4,4.0,9.68,,486.0,0.0,,,Food_4.csv
"BREAD,WHITE,COMMLY PREP (INCL SOFT BREAD CRUMBS)",266.0,8.85,49.42,3.33,2.7,5.67,,490.0,0.0,,,Food_4.csv
"BREAD,WHITE,COMMLY PREP,TSTD",290.0,9.0,54.5,4.0,2.9,6.2,,537.0,1.0,,,Food_4.csv
"BREAD,WHITE,PREP FROM RECIPE,MADE W/NONFAT DRY MILK",274.0,7.7,53.6,2.6,2.0,,,336.0,0.0,,,Food_4.csv
"BREAD,WHOLE-WHEAT,COMM. PREPARED",252.0,12.45,42.71,3.5,6.0,4.34,,455.0,0.0,,,Food_4.csv
"BREAD, WHOLE-WHEAT, COMMER PREP, TOASTED",306.0,16.27,51.16,4.07,7.5,5.77,,565.0,0.0,,,Food_4.csv
"BREAD,WHOLE-WHEAT,PREP FROM RECIPE",278.0,8.4,51.4,5.4,6.0,3.84,,346.0,0.0,,,Food_4.csv
"BREAD,WHOLE-WHEAT,PREP FROM RECIPE,TSTD",305.0,9.2,56.4,5.9,6.7,4.22,,381.0,0.0,,,Food_4.csv
"BREAD CRUMBS,DRY,GRATED,PLN",395.0,13.35,71.98,5.3,4.5,6.2,,732.0,0.0,,,Food_4.csv
"BREAD STICKS,PLAIN",412.0,12.0,68.4,9.5,3.0,1.26,,713.0,0.0,,,Food_4.csv
"BREAD STUFFING,BREAD,DRY MIX",386.0,11.0,76.2,3.4,3.2,8.27,,1405.0,1.0,,,Food_4.csv
"BREAD STUFFING,BREAD,DRY MIX,PREP",195.0,2.73,18.84,12.05,0.8,2.04,,479.0,0.0,,,Food_4.csv
"BREAD STUFFING,CORNBREAD,DRY MIX",389.0,10.0,76.7,4.2,14.3,13.16,,1429.0,0.0,,,Food_4.csv
"BREAD STUFFING,CORNBREAD,DRY MIX,PREP",179.0,2.9,21.9,8.8,2.9,0.0,,526.0,0.0,,,Food_4.csv
"CAKE,ANGELFOOD,COMMLY PREP",258.0,5.9,57.8,0.8,1.5,,,749.0,0.0,,,Food_4.csv
"CAKE,ANGELFOOD,DRY MIX",366.0,6.4,86.13,0.27,0.5,61.33,,822.0,0.0,,,Food_4.csv
"CAKE,ANGELFOOD,DRY MIX,PREP",257.0,6.1,58.7,0.3,0.2,30.51,,511.0,0.0,,,Food_4.csv
"CAKE,BOSTON CRM PIE,COMMLY PREP",252.0,2.4,42.9,8.5,1.4,36.11,,254.0,37.0,,,Food_4.csv
"CAKE,PUDDING-TYPE,CARROT,DRY MIX",415.0,5.1,79.2,9.8,,,,567.0,0.0,,,Food_4.csv
"CAKE,CHERRY FUDGE W/CHOC FRSTNG",264.0,2.4,38.0,12.5,0.5,32.94,,164.0,42.0,,,Food_4.csv
"CAKE,CHOC,COMMLY PREP W/ CHOC FRSTNG,IN-STORE BAKERY",389.0,3.48,52.84,20.05,2.2,39.96,,348.0,22.0,,,Food_4.csv
"CAKE,PUDDING-TYPE,CHOC,DRY MIX",391.0,4.6,80.16,8.14,2.3,39.53,,767.0,0.0,,,Food_4.csv
"CAKE,CHOC,PREP FROM RECIPE WO/FRSTNG",371.0,5.3,53.4,15.1,1.6,,,315.0,58.0,,,Food_4.csv
"CAKE,WHITE,PREP FROM RECIPE W/COCNT FRSTNG",356.0,4.4,63.2,10.3,1.0,57.39,,284.0,1.0,,,Food_4.csv
"COFFEECAKE,CHEESE",339.0,7.0,44.3,15.2,1.0,,,339.0,85.0,,,Food_4.csv
"COFFEECAKE,CINN W/CRUMB TOPPING,COMMLY PREP,ENR",418.0,6.8,46.7,23.3,2.0,,,351.0,32.0,,,Food_4.csv
"COFFEECAKE,CREME-FILLED W/CHOC FRSTNG",331.0,5.0,53.8,10.8,2.0,,,323.0,69.0,,,Food_4.csv
"COFFEECAKE,FRUIT",311.0,5.2,51.5,10.2,2.5,,,385.0,7.0,,,Food_4.csv
"COFFEECAKE,CINN W/CRUMB TOPPING,DRY MIX",436.0,4.8,77.7,12.0,1.8,42.52,,596.0,0.0,,,Food_4.csv
"COFFEECAKE,CINN W/CRUMB TOPPING,DRY MIX,PREP",318.0,5.5,52.8,9.6,1.2,29.53,,421.0,49.0,,,Food_4.csv
"CAKE,FRUITCAKE,COMMLY PREP",324.0,2.9,61.6,9.1,3.7,27.42,,101.0,5.0,,,Food_4.csv
"CAKE,PUDDING-TYPE,GERMAN CHOC,DRY MIX",350.0,4.17,81.25,3.24,2.1,42.13,,841.0,0.0,,,Food_4.csv
"CAKE,GINGERBREAD,DRY MIX",437.0,4.4,74.6,13.8,1.7,46.62,,657.0,0.0,,,Food_4.csv
"CAKE,GINGERBREAD,PREP FROM RECIPE",356.0,3.9,49.2,16.4,,,,327.0,32.0,,,Food_4.csv
"CAKE,PUDDING-TYPE,MARBLE,DRY MIX",416.0,3.4,79.5,11.7,2.9,35.71,,519.0,0.0,,,Food_4.csv
"CAKE,PNAPPL UPSIDE-DOWN,PREP FROM RECIPE",319.0,3.5,50.5,12.1,0.8,,,319.0,22.0,,,Food_4.csv
"CAKE,POUND,COMMLY PREP,BUTTER (INCLUDES FRSH & FROZEN)",353.0,5.0,53.64,13.96,0.6,33.36,,377.0,66.0,,,Food_4.csv
"CAKE,POUND,COMMLY PREP,OTHER THAN ALL BUTTER,ENR",389.0,5.2,52.5,17.9,1.0,,,400.0,58.0,,,Food_4.csv
"CAKE,SHORTCAKE,BISCUIT-TYPE,PREP FROM RECIPE",346.0,6.1,48.5,14.2,,,,506.0,3.0,,,Food_4.csv
"CAKE,SNACK CAKES,CREME-FILLED,CHOC W/ FRSTNG",399.0,3.63,60.31,15.93,3.2,37.76,,332.0,0.0,,,Food_4.csv
"CAKE,SNACK CAKES,CREME-FILLED,SPONGE",374.0,3.47,64.03,11.54,1.0,37.3,,470.0,41.0,,,Food_4.csv
"CAKE,WHITE,DRY MIX,SPL DIETARY (INCL LEMON-FLAVORED)",397.0,3.0,79.6,8.4,,,,260.0,0.0,,,Food_4.csv
"CAKE,SPONGE,COMMLY PREP",290.0,5.4,61.0,2.7,0.5,36.66,,623.0,102.0,,,Food_4.csv
"CAKE,SPONGE,PREP FROM RECIPE",297.0,7.3,57.7,4.3,,,,228.0,170.0,,,Food_4.csv
"CAKE,PUDDING-TYPE,WHITE,ENR,DRY MIX",423.0,3.9,80.9,9.5,0.7,48.95,,665.0,0.0,,,Food_4.csv
"CAKE,WHITE,PREP FROM RECIPE WO/FRSTNG",357.0,5.4,57.2,12.4,0.8,35.49,,327.0,2.0,,,Food_4.csv
"CAKE,YEL,COMMLY PREP,W/ CHOC FRSTNG,IN-STORE BAKERY",379.0,3.16,55.36,17.75,1.5,39.22,,310.0,16.0,,,Food_4.csv
"CAKE,YEL,COMMLY PREP,W/VANILLA FRSTNG",391.0,2.99,56.2,17.91,0.3,41.79,,269.0,75.0,,,Food_4.csv
"CAKE,PUDDING-TYPE,YEL,DRY MIX",423.0,4.0,80.0,9.8,0.7,44.21,,860.0,0.0,,,Food_4.csv
"CAKE,YEL,ENR,DRY MIX",374.0,3.7,81.92,3.5,1.2,43.29,,728.0,0.0,,,Food_4.csv
"CAKE,YEL,PREP FROM RECIPE WO/FRSTNG",361.0,5.3,53.0,14.6,0.7,,,343.0,54.0,,,Food_4.csv
CHEESECAKE COMMLY PREP,321.0,5.5,25.5,22.5,0.4,21.8,,438.0,55.0,,,Food_4.csv
"CHEESECAKE PREP FROM MIX,NO-BAKE TYPE",274.0,5.5,35.5,12.7,1.9,,,380.0,29.0,,,Food_4.csv
"COOKIES,BROWNIES,COMMLY PREP",405.0,4.8,63.9,16.3,2.1,36.61,,286.0,17.0,,,Food_4.csv
"COOKIES,BROWNIES,DRY MIX,REG",434.0,4.0,76.6,14.9,,,,303.0,0.0,,,Food_4.csv
"COOKIES,BROWNIES,PREP FROM RECIPE",466.0,6.2,50.2,29.1,,,,343.0,73.0,,,Food_4.csv
"COOKIES,BUTTER,COMMLY PREP,ENR",467.0,6.1,68.9,18.8,0.8,20.24,,282.0,117.0,,,Food_4.csv
"COOKIES,FUDGE,CAKE-TYPE (INCL TROLLEY CAKES)",349.0,5.0,78.3,3.7,2.8,,,192.0,0.0,,,Food_4.csv
"COOKIES,CHOCOLATE WAFERS",433.0,6.6,72.7,14.2,3.4,37.43,,580.0,2.0,,,Food_4.csv
"COOKIES,CHOC CHIP,COMMLY PREP,REG,LOWER FAT",451.0,5.97,67.49,17.91,3.0,32.84,,418.0,0.0,,,Food_4.csv
"COOKIES,CHOC CHIP,COMMLY PREP,REG,HIGHER FAT,ENR",492.0,5.1,65.36,24.72,2.0,32.9,,311.0,0.0,,,Food_4.csv
"COOKIES,CHOC CHIP,COMMLY PREP,SOFT-TYPE",444.0,3.63,65.75,19.77,1.8,37.1,,276.0,,,,Food_4.csv
"COOKIES,CHOC CHIP,DRY MIX",497.0,4.6,66.1,25.2,,,,290.0,0.0,,,Food_4.csv
"COOKIES,CHOC CHIP,REFR DOUGH",451.0,3.98,61.02,21.33,1.5,38.04,,321.0,7.0,,,Food_4.csv
"COOKIES,CHOC CHIP,REFR DOUGH,BKD",492.0,4.9,68.2,22.6,1.7,,,232.0,27.0,,,Food_4.csv
"COOKIES,CHOC CHIP,PREP FROM RECIPE,MADE W/MARGARINE",488.0,5.7,58.4,28.3,2.8,,,361.0,32.0,,,Food_4.csv
"COOKIES,CHOC SNDWCH,W/CREME FILLING,REG",464.0,5.21,71.0,19.14,2.9,40.67,,388.0,0.0,,,Food_4.csv
"COOKIES,CHOC SNDWCH,W/CREME FILLING,REG,CHOCOLATE-COATED",481.0,3.6,66.4,26.4,5.2,49.58,,326.0,0.0,,,Food_4.csv
"COOKIES,CHOC SNDWCH,W/EX CREME FILLING",497.0,4.33,68.2,24.52,2.7,46.0,,351.0,0.0,,,Food_4.csv
"COOKIES,FIG BARS",348.0,3.7,70.9,7.3,4.6,46.36,,350.0,0.0,,,Food_4.csv
"COOKIES,FORTUNE",378.0,4.2,84.0,2.7,1.6,45.42,,31.0,2.0,,,Food_4.csv
"COOKIES,GINGERSNAPS",416.0,5.6,76.9,9.8,2.2,19.92,,501.0,0.0,,,Food_4.csv
"COOKIES,GRAHAM CRACKERS,PLN OR HONEY (INCL CINN)",430.0,6.69,77.66,10.6,3.4,24.85,,459.0,0.0,,,Food_4.csv
"COOKIES,GRAHAM CRACKERS,CHOCOLATE-COATED",500.0,4.0,66.78,25.8,2.2,37.3,,265.0,1.0,,,Food_4.csv
"COOKIES,LADYFINGERS,W/LEMON JUC&RIND",365.0,10.6,59.7,9.1,1.0,25.39,,147.0,221.0,,,Food_4.csv
"COOKIES,MARSHMLLW,CHOCOLATE-COATED (INCL MARSHMLLW PIES)",421.0,4.0,67.7,16.9,2.0,44.8,,188.0,0.0,,,Food_4.csv
"COOKIES,MOLASSES",430.0,5.6,73.8,12.8,1.0,17.6,,459.0,0.0,,,Food_4.csv
"COOKIES,OATMEAL,COMMLY PREP,REG",450.0,6.2,68.7,18.1,2.8,24.66,,383.0,0.0,,,Food_4.csv
"COOKIES,OATMEAL,COMMLY PREP,SOFT-TYPE",409.0,6.1,65.7,14.7,2.7,,,349.0,5.0,,,Food_4.csv
"COOKIES,OATMEAL,DRY MIX",462.0,6.5,67.3,19.2,,,,473.0,0.0,,,Food_4.csv
"COOKIES,OATMEAL,REFR DOUGH",424.0,5.4,59.1,18.9,2.5,,,294.0,24.0,,,Food_4.csv
"COOKIES,OATMEAL,REFR DOUGH,BKD",471.0,6.0,65.7,21.0,2.8,,,327.0,26.0,,,Food_4.csv
"COOKIES,OATMEAL,PREP FROM RECIPE,W/RAISINS",435.0,6.5,68.4,16.2,,,,538.0,33.0,,,Food_4.csv
"COOKIES,PNUT BUTTER,COMMLY PREP,REG",473.0,8.92,58.15,23.82,2.1,28.58,,463.0,27.0,,,Food_4.csv
"COOKIES,PNUT BUTTER,COMMLY PREP,SOFT-TYPE",457.0,5.3,57.7,24.4,1.7,,,336.0,0.0,,,Food_4.csv
"COOKIES,PNUT BUTTER,REFR DOUGH",458.0,8.2,52.1,25.0,1.1,,,397.0,27.0,,,Food_4.csv
"COOKIES,PNUT BUTTER,REFR DOUGH,BKD",503.0,9.1,57.3,27.5,1.2,,,436.0,30.0,,,Food_4.csv
"COOKIES,PNUT BUTTER,PREP FROM RECIPE",475.0,9.0,58.9,23.8,,,,518.0,31.0,,,Food_4.csv
"COOKIES,PNUT BUTTER SNDWCH,REG",478.0,8.8,65.6,21.1,1.9,35.44,,368.0,0.0,,,Food_4.csv
"COOKIES,RAISIN,SOFT-TYPE",401.0,4.1,68.0,13.6,1.2,47.56,,418.0,2.0,,,Food_4.csv
"COOKIES,SHORTBREAD,COMMLY PREP,PLN",514.0,5.37,63.78,26.22,1.3,21.65,,353.0,0.0,,,Food_4.csv
"COOKIES,SHORTBREAD,COMMLY PREP,PECAN",542.0,4.9,58.3,32.5,1.8,,,281.0,33.0,,,Food_4.csv
"COOKIES,BROWNIES,DRY MIX,SUGAR FREE",426.0,2.9,80.4,12.5,4.2,,,83.0,0.0,,,Food_4.csv
"COOKIES,CHOC CHIP,COMMLY PREP,SPL DIETARY",450.0,3.9,73.4,16.8,1.6,39.81,,244.0,0.0,,,Food_4.csv
"COOKIES,CHOC SNDWCH,W/CREME FILLING,SPL DIETARY",461.0,4.5,68.0,22.1,4.1,19.73,,342.0,0.0,,,Food_4.csv
"COOKIES,OATMEAL,COMMLY PREP,SPL DIETARY",449.0,4.8,69.9,18.0,2.9,31.65,,273.0,0.0,,,Food_4.csv
"COOKIES,PNUT BUTTER SNDWCH,SPL DIETARY",535.0,10.0,50.8,34.0,,,,412.0,0.0,,,Food_4.csv
"COOKIES,SUGAR WAFER,W/ CREME FILLING,SUGAR FREE",531.0,3.57,66.26,28.57,14.3,0.0,,71.0,0.0,,,Food_4.csv
"COOKIES,SUGAR,COMMLY PREP,REG (INCL VANILLA)",464.0,5.35,67.34,19.55,1.3,27.31,,385.0,12.0,,,Food_4.csv
"COOKIES,SUGAR,REFR DOUGH",436.0,4.0,61.22,19.48,0.9,36.51,,328.0,11.0,,,Food_4.csv
"COOKIES,SUGAR,REFR DOUGH,BKD",489.0,4.7,65.6,23.1,0.9,40.36,,362.0,32.0,,,Food_4.csv
"COOKIES,SUGAR,PREP FROM RECIPE,MADE W/MARGARINE",472.0,5.9,60.0,23.4,1.2,24.86,,491.0,26.0,,,Food_4.csv
"COOKIES,SUGAR WAFERS W/CREME FILLING,REG",502.0,3.84,70.64,23.24,1.6,42.95,,103.0,0.0,,,Food_4.csv
"COOKIES,VANILLA SNDWCH W/CREME FILLING",483.0,4.5,72.1,20.0,1.5,39.3,,349.0,0.0,,,Food_4.csv
"PUFF PASTRY,FRZ,RTB,BKD",558.0,7.4,45.7,38.5,1.5,0.75,,253.0,0.0,,,Food_4.csv
"COOKIES,VANILLA WAFERS,LOWER FAT",441.0,5.0,73.6,15.2,1.9,37.5,,388.0,51.0,,,Food_4.csv
"COOKIES,VANILLA WAFERS,HIGHER FAT",455.0,4.9,72.6,16.41,1.6,35.07,,325.0,9.0,,,Food_4.csv
"CRACKERS,CHEESE,REGULAR",489.0,10.93,59.42,22.74,2.3,4.53,,973.0,3.0,,,Food_4.csv
"CRACKERS,CHS,SANDWICH-TYPE W/PNUT BUTTER FILLING",496.0,12.41,56.74,25.12,3.4,6.98,,829.0,0.0,,,Food_4.csv
"CRACKERS,CRISPBREAD,RYE",366.0,7.9,82.2,1.3,16.5,1.07,,410.0,0.0,,,Food_4.csv
"CRACKERS,MATZO,PLAIN",395.0,10.0,83.7,1.4,3.0,0.29,,0.0,0.0,,,Food_4.csv
"CRACKERS,MATZO,EGG",391.0,12.3,78.6,2.1,2.8,,,21.0,83.0,,,Food_4.csv
"CRACKERS,MATZO,WHOLE-WHEAT",351.0,13.1,78.9,1.5,11.8,,,2.0,0.0,,,Food_4.csv
"CRACKERS,MELBA TOAST,PLN",390.0,12.1,76.6,3.2,6.3,0.94,,598.0,0.0,,,Food_4.csv
"CRACKERS,MELBA TOAST,RYE (INCL PUMPERNICKEL)",389.0,11.6,77.3,3.4,8.0,,,899.0,0.0,,,Food_4.csv
"CRACKERS,MELBA TOAST,WHEAT",374.0,12.9,76.4,2.3,7.4,,,837.0,0.0,,,Food_4.csv
"CRACKERS,MILK",446.0,7.6,71.73,13.77,3.4,10.32,,687.0,11.0,,,Food_4.csv
"CRACKERS,RUSK TOAST",407.0,13.5,72.3,7.2,,,,253.0,78.0,,,Food_4.csv
"CRACKERS,RYE,SANDWICH-TYPE W/CHS FILLING",481.0,9.2,60.8,22.3,3.6,,,1044.0,9.0,,,Food_4.csv
"CRACKERS,RYE,WAFERS,PLAIN",334.0,9.6,80.4,0.9,22.9,1.01,,557.0,0.0,,,Food_4.csv
"CRACKERS,RYE,WAFERS,SEASONED",381.0,9.0,73.8,9.2,20.9,,,887.0,0.0,,,Food_4.csv
"CRACKERS,SALTINES (INCL OYSTER,SODA,SOUP)",418.0,9.46,74.05,8.64,2.8,1.29,,941.0,0.0,,,Food_4.csv
"CRACKERS,STD SNACK-TYPE,REG",510.0,6.64,61.3,26.43,2.3,8.18,,726.0,0.0,,,Food_4.csv
"CRACKERS,STD SNACK-TYPE,SNDWCH,W/CHS FILLING",477.0,9.3,61.7,21.1,1.9,3.18,,978.0,2.0,,,Food_4.csv
"CRACKERS,STD SNACK-TYPE,SNDWCH,W/PNUT BUTTER FILLING",494.0,11.47,58.38,24.54,2.3,10.5,,801.0,0.0,,,Food_4.csv
"CRACKERS,WHEAT,REGULAR",455.0,7.3,70.73,16.4,6.9,15.48,,699.0,0.0,,,Food_4.csv
"CRACKERS,WHEAT,SNDWCH,W/CHS FILLING",497.0,9.8,58.2,25.0,3.1,,,839.0,7.0,,,Food_4.csv
"CRACKERS,WHEAT,SNDWCH,W/PNUT BUTTER FILLING",495.0,13.5,53.8,26.7,4.4,,,807.0,0.0,,,Food_4.csv
"CRACKERS,WHOLE-WHEAT",427.0,10.58,69.55,14.13,10.3,1.19,,704.0,0.0,,,Food_4.csv
CRACKER MEAL,383.0,9.3,80.9,1.7,2.6,0.33,,16.0,0.0,,,Food_4.csv
"CREAM PUFF SHELL,PREP FROM RECIPE",360.0,9.0,22.8,25.9,0.8,0.25,,483.0,171.0,,,Food_4.csv
"CROISSANTS,BUTTER",406.0,8.2,45.8,21.0,2.6,11.26,,467.0,67.0,,,Food_4.csv
"CROISSANTS,APPLE",254.0,7.4,37.1,8.7,2.5,,,274.0,31.0,,,Food_4.csv
"CROISSANTS,CHEESE",414.0,9.2,47.0,20.9,2.6,11.35,,361.0,57.0,,,Food_4.csv
"CROUTONS,PLAIN",407.0,11.9,73.5,6.6,5.1,,,698.0,0.0,,,Food_4.csv
"CROUTONS,SEASONED",465.0,10.8,63.5,18.3,5.0,4.41,,1089.0,7.0,,,Food_4.csv
"DANISH PASTRY,CINN,ENR",403.0,7.0,44.6,22.4,1.3,19.78,,414.0,21.0,,,Food_4.csv
"DANISH PASTRY,CHEESE",374.0,8.0,37.2,21.9,1.0,6.95,,417.0,23.0,,,Food_4.csv
"DANISH PASTRY,FRUIT,ENR",371.0,5.4,47.8,18.5,1.9,27.53,,445.0,114.0,,,Food_4.csv
"DANISH PASTRY,NUT (INCL ALMOND,RAISIN NUT,CINN NUT)",430.0,7.1,45.7,25.2,2.0,25.87,,298.0,46.0,,,Food_4.csv
"DOUGHNUTS,CAKE-TYPE,PLN (INCLUDES UNSUGARED,OLD-FASHIONED)",434.0,5.31,47.06,24.93,1.7,18.15,,477.0,10.0,,,Food_4.csv
"DOUGHNUTS,CAKE-TYPE,PLN,CHOCOLATE-COATED OR FRSTD",452.0,4.93,51.33,25.25,1.9,26.65,,326.0,19.0,,,Food_4.csv
"DOUGHNUTS,CAKE-TYPE,PLN,SUGARED OR GLAZED",426.0,5.2,50.8,22.9,1.5,,,402.0,32.0,,,Food_4.csv
"DOUGHNUTS,CAKE-TYPE,CHOC,SUGARED OR GLAZED",417.0,4.5,57.4,19.9,2.2,31.92,,215.0,57.0,,,Food_4.csv
"DOUGHNUTS,FRENCH CRULLERS,GLAZED",412.0,3.1,59.5,18.3,1.2,35.11,,345.0,11.0,,,Food_4.csv
"DOUGHNUTS,YEAST-LEAVENED,W/CREME FILLING",361.0,6.4,30.0,24.5,0.8,14.55,,309.0,24.0,,,Food_4.csv
"DOUGHNUTS, YEAST-LEAVENED, GLAZED, ENRICHED (INC HONEY BUNS)",421.0,6.14,47.93,22.7,2.1,22.75,,316.0,30.0,,,Food_4.csv
"DOUGHNUTS,YEAST-LEAVENED,W/JELLY FILLING",340.0,5.9,39.0,18.7,0.9,21.1,,455.0,26.0,,,Food_4.csv
"ENGLISH MUFFIN, PLN,ENCHED.W/CA PROP (INCLD SOURDOUGH)",227.0,8.87,44.17,1.69,3.5,3.53,,425.0,0.0,,,Food_4.csv
"ENGLISH,MUFFIN,PLN,TSTD,ENR,W/CA PROP(INCL SOURDOUGH)",270.0,10.32,52.65,2.02,2.8,3.47,,477.0,0.0,,,Food_4.csv
"ENGLISH MUFFINS,MIXED-GRAIN (INCL GRANOLA)",235.0,9.1,46.3,1.8,2.8,0.81,,298.0,0.0,,,Food_4.csv
"ENGLISH MUFFINS,MIXED-GRAIN,TSTD (INCL GRANOLA)",255.0,9.9,50.3,1.9,3.0,0.88,,324.0,0.0,,,Food_4.csv
"ENGLISH MUFFINS,RAISIN-CINNAMON (INCLUDES APPLE-CINNAMON)",240.0,7.91,48.1,1.8,2.6,14.76,,299.0,0.0,,,Food_4.csv
"ENGLISH MUFFINS,RAISIN-CINNAMON,TSTD (INCL APPLE-CINNAMON)",276.0,8.87,55.04,2.21,3.0,13.34,,342.0,0.0,,,Food_4.csv
"ENGLISH MUFFINS,WHEAT",223.0,8.7,44.8,2.0,4.6,1.56,,353.0,0.0,,,Food_4.csv
"ENGLISH MUFFINS,WHEAT,TSTD",243.0,9.4,48.7,2.1,5.0,1.7,,384.0,0.0,,,Food_4.csv
"ENGLISH MUFFINS,WHOLE-WHEAT",203.0,8.8,40.4,2.1,6.7,8.09,,364.0,0.0,,,Food_4.csv
"ENGLISH MUFFINS,WHOLE-WHEAT,TSTD",221.0,9.6,44.1,2.3,7.3,8.79,,396.0,0.0,,,Food_4.csv
"FRENCH TOAST,FRZ,RTH",213.0,7.4,32.1,6.1,1.1,,,495.0,82.0,,,Food_4.csv
"HUSH PUPPIES,PREP FROM RECIPE",337.0,7.7,46.0,13.5,2.8,2.03,,668.0,45.0,,,Food_4.csv
"ICE CRM CONES,CAKE OR WAFER-TYPE",417.0,8.1,79.0,6.9,3.0,6.0,,256.0,0.0,,,Food_4.csv
"ICE CRM CONES,SUGAR,ROLLED-TYPE",402.0,7.9,84.1,3.8,1.7,25.66,,298.0,0.0,,,Food_4.csv
"MUFFINS,BLUEBERRY,COMMLY PREP (INCLUDES MINI-MUFFINS)",375.0,4.49,53.0,16.07,1.1,31.47,,336.0,30.0,,,Food_4.csv
"MUFFINS,BLUEBERRY,DRY MIX",293.0,3.48,61.0,3.25,1.4,32.73,,479.0,0.0,,,Food_4.csv
"MUFFINS,BLUEBERRY,TOASTER-TYPE",313.0,4.6,53.3,9.5,1.8,4.85,,417.0,6.0,,,Food_4.csv
"MUFFINS,CORN,COMMLY PREP",305.0,5.9,51.0,8.4,3.4,17.78,,467.0,26.0,,,Food_4.csv
"MUFFINS,CORN,DRY MIX,PREP",321.0,7.4,49.1,10.2,2.4,,,795.0,62.0,,,Food_4.csv
"MUFFINS,CORN,TOASTER-TYPE",346.0,5.3,57.9,11.3,1.6,,,430.0,13.0,,,Food_4.csv
"MUFFINS,OAT BRAN",270.0,7.0,48.3,7.4,4.6,8.22,,393.0,0.0,,,Food_4.csv
"MUFFINS,WHEAT BRAN,DRY MIX",396.0,7.1,73.0,12.0,,,,700.0,0.0,,,Food_4.csv
"PANCAKES PLN,FRZ,RTH (INCLUDES BUTTERMILK)",233.0,5.23,37.75,6.83,1.0,8.32,,461.0,18.0,,,Food_4.csv
"PANCAKES,PLN,DRY MIX,COMPLETE (INCL BTTRMLK)",368.0,9.77,73.65,3.1,2.9,16.03,,1082.0,2.0,,,Food_4.csv
"PANCAKES,PLN,DRY MIX,COMPLETE,PREP",194.0,5.2,36.7,2.5,1.3,,,628.0,12.0,,,Food_4.csv
"PANCAKES,PLN,DRY MIX,INCOMPLETE (INCL BTTRMLK)",355.0,10.0,73.6,1.7,5.4,2.21,,1496.0,0.0,,,Food_4.csv
"PANCAKES,PLN,DRY MIX,INCOMPLETE,PREP",218.0,7.8,28.9,7.7,1.9,,,505.0,71.0,,,Food_4.csv
"PANCAKES,PLN,PREP FROM RECIPE",227.0,6.4,28.3,9.7,,,,439.0,59.0,,,Food_4.csv
"PANCAKES,BLUEBERRY,PREP FROM RECIPE",222.0,6.1,29.0,9.2,,,,412.0,56.0,,,Food_4.csv
"PANCAKES,BUCKWHEAT,DRY MIX,INCOMPLETE",340.0,10.9,71.3,2.7,8.5,7.21,,684.0,0.0,,,Food_4.csv
"PANCAKES,SPL DIETARY,DRY MIX",349.0,8.9,73.9,1.4,,,,456.0,0.0,,,Food_4.csv
"PANCAKES,WHOLE-WHEAT,DRY MIX,INCOMPLETE",344.0,12.8,71.0,1.5,,,,1419.0,0.0,,,Food_4.csv
"PANCAKES,WHOLE-WHEAT,DRY MIX,INCOMPLETE,PREP",208.0,8.5,29.4,6.5,2.8,,,572.0,61.0,,,Food_4.csv
"PIE,APPL,COMMLY PREP,ENR FLR",237.0,1.9,34.0,11.0,1.6,15.65,,201.0,0.0,,,Food_4.csv
"PIE,APPL,PREP FROM RECIPE",265.0,2.4,37.1,12.5,,,,211.0,0.0,,,Food_4.csv
"PIE,BANANA CRM,PREP FROM MIX,NO-BAKE TYPE",251.0,3.4,31.6,12.9,0.6,,,290.0,29.0,,,Food_4.csv
